,wage_month,region,head,sex,age,married,schooling,position,economictype,ky hop dong lao dong?,huong luong ngay nghi,huong BHXH,co lam viec khac,urban,Kinh,household_size,poor,houses,pay_rent,other_land/house,wealthindex,t_quantity durables,t_value durables
1293,5000,region2,0,male,24,0,16,position3,economictype2,1,1,1,2,1,1,4,0,1,0,0,170,30,70550
1294,6500,region2,1,male,45,1,13,position4,economictype1,1,2,1,2,1,1,3,0,1,0,0,180,14,20050
1295,5000,region2,0,male,26,1,12,position3,economictype4,2,2,2,2,1,1,5,0,1,0,0,170,33,146200
1296,5000,region2,0,female,23,1,14,position3,economictype4,2,2,2,2,1,1,5,0,1,0,0,170,33,146200
1297,4000,region2,0,female,21,0,13,position4,economictype3,1,1,1,2,1,1,4,0,1,0,0,170,18,45700
1298,5000,region2,1,male,51,1,12,position4,economictype4,2,2,2,2,1,1,5,0,1,0,0,170,20,28100
1299,3500,region2,0,female,39,1,12,position6,economictype2,1,1,1,2,1,1,5,0,1,0,0,170,20,28100
1300,3200,region2,1,male,51,1,9,position6,economictype4,2,2,2,1,0,0,3,0,1,0,0,105,11,17850
1301,2500,region2,0,male,26,0,11,position6,economictype4,2,2,2,1,0,0,3,0,1,0,0,105,11,17850
1302,3600,region2,0,female,19,1,9,position4,economictype3,1,1,1,2,0,1,5,0,1,0,0,125,9,8500
1303,4500,region2,1,male,41,0,8,position4,economictype4,2,2,2,1,0,1,2,1,1,0,0,105,11,12980
1304,3500,region2,0,female,24,1,9,position4,economictype3,1,1,1,2,0,1,5,0,1,0,0,125,15,15550
1305,6000,region2,0,male,31,1,8,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,95,16,52650
1306,4200,region2,0,male,20,0,9,position4,economictype3,1,1,1,2,0,0,4,0,1,0,0,105,16,15500
1307,5700,region2,0,female,36,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,160,16,48450
1308,1800,region2,0,male,29,1,9,position4,economictype4,2,2,2,1,0,1,5,1,1,0,0,125,14,16900
1309,4700,region2,0,male,26,0,12,position4,economictype4,1,1,1,2,0,1,4,0,1,0,0,155,20,35050
1310,4560,region2,1,male,38,1,5,position4,economictype4,2,2,2,1,0,1,5,0,1,0,1,155,13,28170
1311,4000,region2,0,male,34,1,16,position4,economictype1,2,2,2,2,0,1,7,0,1,0,0,145,14,27580
1312,3000,region2,0,female,32,1,12,position4,economictype3,1,1,1,2,0,1,5,0,1,0,0,105,12,16500
1313,3680,region2,0,female,36,1,14,position2,economictype2,1,1,1,1,0,1,6,0,1,0,0,165,23,104470
1314,3000,region2,1,male,56,1,9,position3,economictype1,1,1,2,2,0,1,3,0,1,0,0,145,16,25150
1315,5500,region2,0,male,24,0,16,position4,economictype3,1,1,1,2,0,1,3,0,1,0,0,135,16,31120
1316,4860,region2,1,male,46,1,12,position4,economictype4,2,2,2,1,0,1,6,0,1,0,0,105,13,11775
1317,3000,region2,0,female,43,1,7,position6,economictype4,2,2,2,1,0,1,4,1,1,0,0,105,11,10500
1318,6600,region2,0,male,25,1,12,position6,economictype4,2,2,2,1,1,1,6,0,1,0,0,150,23,41310
1319,6000,region2,0,female,23,1,12,position4,economictype1,1,1,1,2,1,1,6,0,1,0,0,150,23,41310
1320,6200,region2,0,male,37,1,9,position4,economictype1,1,1,2,2,1,1,6,0,1,0,1,150,22,51650
1321,7280,region2,0,female,33,1,16,position2,economictype2,1,1,1,2,1,1,6,0,1,0,1,150,22,51650
1322,6000,region2,0,male,29,0,10,position6,economictype4,2,2,2,2,1,1,2,0,1,0,0,140,15,14250
1323,5600,region2,1,male,42,1,9,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,125,20,13800
1324,3000,region2,0,female,40,1,9,position4,economictype1,2,1,2,1,0,1,4,0,1,0,0,125,20,13800
1325,3500,region2,0,male,30,1,14,position2,economictype1,1,1,1,1,0,1,4,0,1,0,0,115,18,33000
1326,2800,region2,0,female,26,1,12,position6,economictype1,1,1,1,1,0,1,4,0,1,0,0,115,18,33000
1327,2640,region2,0,male,24,0,5,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,105,13,19500
1328,2800,region2,1,male,39,1,9,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,105,14,8150
1329,3800,region2,0,female,31,1,9,position4,economictype1,1,1,1,1,0,1,5,0,1,0,0,105,14,8150
1330,8000,region2,0,male,26,1,16,position2,economictype4,1,1,1,2,0,1,8,0,1,0,0,155,37,95300
1331,4500,region2,0,female,26,1,16,position2,economictype4,1,1,1,2,0,1,8,0,1,0,0,155,37,95300
1332,3000,region2,0,female,24,0,16,position2,economictype1,1,1,1,2,0,1,8,0,1,0,0,155,37,95300
1333,5000,region2,1,male,49,1,12,position4,economictype4,2,2,2,1,0,1,5,0,1,0,0,145,11,24450
1334,6200,region2,0,female,46,1,14,position2,economictype2,1,1,1,1,0,1,5,0,1,0,0,145,11,24450
1335,3200,region2,0,female,24,0,16,position2,economictype2,1,1,2,2,0,1,5,0,1,0,0,145,11,24450
1336,4200,region2,0,male,25,1,14,position4,economictype2,1,1,1,2,0,1,4,0,1,0,0,105,13,29820
1337,3800,region2,0,female,24,1,12,position4,economictype1,1,1,1,1,0,1,4,0,1,0,0,105,13,29820
1338,4680,region2,1,male,45,1,9,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,105,14,9450
1339,4000,region2,1,male,40,1,7,position3,economictype4,2,2,2,2,0,1,4,0,1,0,0,110,18,17100
1340,4000,region2,0,female,22,0,16,position3,economictype1,1,1,2,2,0,1,4,0,1,0,1,140,27,97500
1341,4800,region2,0,male,28,1,9,position6,economictype4,2,2,2,2,0,1,5,0,1,0,0,105,11,15790
1342,5000,region2,0,female,22,1,9,position4,economictype3,1,2,1,2,0,0,8,0,1,0,0,105,14,48700
1343,4100,region2,0,male,28,1,8,position4,economictype4,2,2,2,1,0,0,3,0,1,0,0,95,8,10910
1344,5000,region2,0,female,22,0,15,position4,economictype2,1,1,1,1,0,1,2,0,1,0,0,155,14,16690
1345,3500,region2,0,female,22,0,12,position4,economictype2,1,2,1,2,0,1,4,0,1,0,0,105,17,49300
1346,3500,region2,0,female,18,0,9,position4,economictype2,1,2,2,1,0,1,4,0,1,0,0,105,17,49300
1347,18000,region2,1,male,35,1,16,position3,economictype1,1,1,1,2,0,1,4,0,1,0,1,135,24,276500
1348,3500,region2,0,female,35,1,16,position2,economictype2,1,1,1,2,0,1,4,0,1,0,1,135,24,276500
1349,3600,region2,0,male,22,1,9,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,95,16,27370
1350,3800,region2,0,female,21,1,12,position4,economictype2,1,2,1,2,0,1,3,0,1,0,0,95,16,27370
1351,4700,region2,1,male,39,1,8,position4,economictype1,1,2,2,1,0,1,5,0,1,0,0,120,13,11350
1352,3500,region2,1,male,37,1,5,position6,economictype4,2,2,2,1,0,1,5,0,1,0,0,115,12,22240
1353,3800,region2,0,male,21,1,8,position4,economictype2,1,2,1,1,0,1,5,0,1,0,1,105,17,31600
1354,4500,region2,0,female,20,1,12,position4,economictype2,1,2,1,2,0,1,5,0,1,0,1,105,17,31600
1355,7000,region2,0,male,28,1,12,position4,economictype3,1,1,1,2,0,1,5,0,1,0,0,125,16,29550
1356,5000,region2,0,female,27,1,14,position3,economictype2,1,1,1,2,0,1,5,0,1,0,0,125,16,29550
1357,2000,region2,1,male,33,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,115,10,25300
1358,4400,region2,1,male,32,1,8,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,115,14,7720
1359,4500,region2,0,female,27,1,9,position4,economictype3,1,1,1,1,0,1,4,0,1,0,0,115,14,7720
1360,3750,region2,1,male,39,1,5,position6,economictype1,2,2,2,1,0,1,4,0,1,0,1,115,12,5350
1361,5000,region2,1,male,29,1,3,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,95,13,25700
1362,3960,region2,1,male,26,1,4,position4,economictype4,2,2,2,1,0,0,3,0,1,0,0,95,11,14500
1363,2080,region2,0,female,27,1,8,position4,economictype4,2,2,2,1,0,0,3,0,1,0,0,95,11,14500
1364,4200,region2,1,male,37,1,1,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,105,13,11900
1365,4800,region2,0,male,17,0,9,position4,economictype1,1,1,1,1,0,0,3,1,1,0,0,65,8,6400
1366,4200,region2,0,male,28,1,10,position4,economictype4,2,2,2,1,0,1,5,0,1,0,1,155,14,25400
1367,2500,region2,0,female,26,1,15,position2,economictype2,1,1,1,1,0,1,5,0,1,0,1,155,14,25400
1368,3100,region2,1,female,51,1,14,position2,economictype2,1,1,1,2,1,2,3,0,1,0,0,120,11,19800
1369,3600,region2,0,male,20,0,12,position4,economictype2,1,1,1,2,1,2,3,0,1,0,0,120,11,19800
1370,6000,region2,0,male,19,0,14,position6,economictype2,1,1,1,2,1,15,3,0,1,0,0,95,13,47700
1371,4500,region2,1,male,30,0,15,position4,economictype1,1,1,1,1,0,0,6,0,1,0,0,75,9,8800
1372,3600,region2,0,male,28,1,15,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,75,11,19500
1373,3500,region2,0,female,30,1,7,position4,economictype2,1,1,1,1,0,0,5,0,1,0,0,75,11,19500
1374,4900,region2,0,female,23,1,9,position4,economictype1,1,1,1,2,0,1,6,0,2,0,1,145,25,37800
1375,1400,region2,0,female,22,0,15,position6,economictype1,2,2,2,2,0,1,5,0,2,0,0,165,24,50200
1376,2900,region2,1,male,39,1,14,position1,economictype2,1,1,1,1,0,1,4,0,1,0,0,145,22,44450
1377,2500,region2,0,female,37,1,9,position4,economictype1,1,1,1,1,0,1,4,0,1,0,0,145,22,44450
1378,2500,region2,0,male,24,1,12,position4,economictype4,2,2,2,2,0,1,5,0,1,0,0,145,20,32450
1379,3000,region2,0,female,21,1,13,position4,economictype1,1,1,1,2,0,1,5,0,1,0,0,145,20,32450
1380,4500,region2,0,female,36,1,6,position4,economictype3,1,1,1,1,1,1,4,0,1,0,0,140,22,43200
1381,7000,region2,0,male,32,1,3,position4,economictype1,1,2,2,2,1,1,6,0,1,0,0,130,17,33500
1382,3000,region2,0,female,29,1,8,position4,economictype1,1,2,2,1,1,1,6,0,1,0,0,130,17,33500
1383,3500,region2,1,female,35,1,7,position4,economictype3,1,1,1,1,1,1,4,0,1,0,0,150,11,9450
1384,4500,region2,0,male,35,1,0,position4,economictype1,1,2,2,2,1,1,4,0,1,0,0,150,11,9450
1385,8070,region2,0,female,46,1,14,position2,economictype2,1,1,1,1,0,1,7,0,2,0,0,130,31,56000
1386,2560,region2,0,male,24,1,14,position2,economictype2,1,1,1,2,0,1,7,0,2,0,0,130,31,56000
1387,6260,region2,0,female,24,1,15,position2,economictype2,1,1,1,2,0,1,7,0,2,0,0,130,31,56000
1388,5980,region2,1,male,46,1,10,position4,economictype4,2,2,2,2,0,1,9,0,2,0,1,150,25,42300
1389,4000,region2,0,male,24,1,7,position4,economictype4,2,2,2,2,0,1,9,0,2,0,1,150,25,42300
1390,2500,region2,0,male,23,1,10,position3,economictype4,2,2,2,2,0,1,9,0,2,0,1,150,25,42300
1391,8000,region2,0,female,24,1,9,position4,economictype3,1,1,1,2,0,1,9,0,2,0,1,150,25,42300
1392,8500,region2,0,female,19,1,9,position4,economictype3,1,1,1,2,0,1,9,0,2,0,1,150,25,42300
1393,5000,region2,0,female,28,1,10,position4,economictype3,1,1,1,2,0,1,5,0,1,0,0,120,16,10550
1394,4300,region2,0,male,25,0,14,position4,economictype4,1,2,2,2,0,1,5,0,1,0,0,120,16,10550
1395,5980,region2,1,male,44,1,9,position4,economictype4,2,2,2,2,0,1,3,0,1,0,0,160,26,580100
1396,3600,region2,0,male,28,1,5,position3,economictype1,2,2,2,2,0,1,4,0,1,0,0,140,15,23100
1397,4800,region2,0,female,28,1,12,position4,economictype1,1,1,1,2,0,1,4,0,1,0,0,140,15,23100
1398,4200,region2,1,male,29,1,14,position4,economictype1,1,1,1,2,0,1,3,0,1,0,0,155,14,20250
1399,2700,region2,0,female,28,1,8,position4,economictype3,1,1,2,2,0,1,3,0,1,0,0,155,14,20250
1400,3400,region2,1,male,51,1,5,position4,economictype4,2,2,2,2,0,1,4,0,1,0,0,135,20,13330
1401,2600,region2,0,female,49,1,9,position4,economictype3,1,1,1,1,0,1,4,0,1,0,0,135,20,13330
1402,3760,region2,0,male,26,0,12,position4,economictype3,1,1,2,2,0,1,3,0,1,0,0,135,18,51940
1403,4000,region2,1,male,32,1,9,position4,economictype3,1,1,2,2,0,1,7,0,1,0,0,170,26,47890
1404,5500,region2,0,female,31,1,9,position4,economictype3,1,1,1,2,0,1,7,0,1,0,0,170,26,47890
1405,11264,region2,1,male,52,1,16,position1,economictype2,1,1,1,1,0,1,3,0,1,0,1,155,28,62400
1406,4800,region2,1,male,41,1,6,position4,economictype1,2,2,2,1,0,1,4,0,1,0,1,105,23,36630
1407,7000,region2,0,male,28,1,14,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,135,26,67800
1408,2000,region2,0,female,27,1,15,position2,economictype2,1,1,1,2,0,1,6,0,1,0,0,135,26,67800
1409,1150,region2,0,female,23,1,12,position4,economictype2,2,2,2,1,0,1,5,0,1,0,1,145,28,79340
1410,2500,region2,0,male,30,1,12,position4,economictype4,2,2,2,2,0,1,7,0,1,0,0,105,25,56200
1411,5000,region2,0,female,28,1,15,position3,economictype3,1,1,1,2,0,1,7,0,1,0,0,105,25,56200
1412,4500,region2,0,female,21,1,12,position4,economictype2,1,1,1,2,0,1,6,0,1,0,0,105,22,15950
1413,6000,region2,1,male,43,1,5,position4,economictype4,2,2,2,1,0,1,5,0,1,0,0,140,21,61550
1414,5000,region2,0,male,20,0,14,position3,economictype3,1,1,1,2,0,1,5,0,1,0,0,140,21,61550
1415,5000,region2,1,male,40,1,9,position4,economictype1,2,2,2,1,0,1,5,0,1,0,0,135,26,70800
1416,12000,region2,0,male,34,1,10,position4,economictype1,1,1,1,2,0,1,6,0,1,0,0,135,22,71000
1417,3000,region2,0,female,31,0,0,position6,economictype4,2,2,2,2,0,1,6,0,1,0,0,135,22,71000
1418,4000,region2,0,female,24,1,16,position2,economictype2,1,1,1,2,0,1,6,0,1,0,0,135,22,71000
1419,5000,region2,0,male,28,0,15,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,95,20,70300
1420,4000,region2,0,male,26,1,12,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,95,20,70300
1421,3500,region2,0,female,23,1,15,position4,economictype3,1,1,2,1,0,1,6,0,1,0,0,95,20,70300
1422,3000,region2,1,male,32,1,10,position4,economictype4,2,2,2,1,0,1,7,0,1,0,0,115,12,10950
1423,5780,region2,1,male,41,1,16,position2,economictype2,2,1,1,2,0,1,4,0,1,0,0,145,18,22200
1424,4000,region2,1,male,54,1,10,position4,economictype1,2,2,2,1,0,1,3,0,1,0,0,155,26,61150
1425,2500,region2,0,male,20,0,9,position4,economictype4,2,2,2,2,0,1,3,0,1,0,0,155,26,61150
1426,5800,region2,0,female,49,1,16,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,180,23,67200
1427,2750,region2,0,female,46,1,12,position6,economictype2,1,1,1,1,1,1,4,0,1,0,0,170,22,48650
1428,3560,region2,0,female,32,1,16,position2,economictype1,1,1,2,2,1,1,5,0,1,0,0,160,19,29500
1429,2460,region2,1,male,41,1,9,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,155,10,4720
1430,3650,region2,0,female,38,1,10,position3,economictype1,1,1,1,2,1,1,4,0,1,0,0,155,10,4720
1431,2850,region2,0,female,36,1,15,position4,economictype3,1,1,1,2,1,1,5,0,1,0,0,160,15,19810
1432,5800,region2,1,male,38,1,6,position4,economictype4,1,2,2,2,1,1,4,0,1,0,0,170,12,13600
1433,3850,region2,1,female,43,1,13,position4,economictype3,1,2,2,2,1,1,4,0,1,0,0,180,15,29350
1434,4810,region2,0,male,45,1,14,position2,economictype2,1,1,1,2,1,1,4,0,1,0,0,180,15,29350
1435,3100,region2,1,female,30,1,15,position3,economictype3,1,1,1,2,1,1,4,0,1,0,0,160,10,31000
1436,4400,region2,0,male,33,1,14,position2,economictype3,1,1,1,2,1,1,4,0,1,0,0,160,10,31000
1437,2900,region2,1,female,29,1,9,position4,economictype3,1,2,1,2,1,1,5,0,1,0,0,150,11,38700
1438,3100,region2,1,male,51,1,12,position4,economictype4,2,2,2,1,0,1,6,0,1,0,0,160,22,62000
1439,6100,region2,0,male,24,1,15,position2,economictype1,1,1,1,2,0,1,6,0,1,0,0,160,22,62000
1440,2800,region2,0,male,22,0,15,position4,economictype4,2,2,2,2,0,1,6,0,1,0,0,160,22,62000
1441,3200,region2,1,male,31,1,16,position2,economictype2,1,1,1,2,0,1,3,0,1,0,0,180,24,70430
1442,3800,region2,0,female,25,1,16,position2,economictype2,1,1,1,2,0,1,3,0,1,0,0,180,24,70430
1443,3100,region2,1,female,40,0,9,position4,economictype3,1,1,2,1,0,1,2,0,1,0,0,120,5,480
1444,4200,region2,1,male,43,1,9,position4,economictype1,2,2,2,2,0,1,4,0,1,0,0,105,6,5500
1445,2850,region2,0,female,43,1,9,position6,economictype3,1,1,2,1,0,1,4,0,1,0,0,105,6,5500
1446,3000,region2,0,male,20,0,6,position6,economictype1,2,2,2,1,0,1,4,0,1,0,0,105,6,5500
1447,3200,region2,0,male,25,0,12,position4,economictype3,1,1,2,2,0,1,3,0,1,0,0,105,12,21600
1448,3440,region2,0,male,40,0,14,position2,economictype3,1,1,1,1,0,1,2,0,1,0,0,115,10,19900
1449,3200,region2,1,male,38,1,8,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,150,16,24650
1450,2000,region2,1,male,48,1,11,position6,economictype2,1,2,2,1,1,1,3,0,1,0,0,95,17,21460
1451,6000,region2,1,female,35,1,14,position6,economictype4,2,2,2,2,1,1,3,0,1,0,0,150,13,27350
1452,2800,region2,1,male,35,1,7,position4,economictype4,2,2,2,1,1,1,5,1,1,0,0,115,12,34400
1453,2300,region2,0,female,33,1,6,position6,economictype4,2,2,2,1,1,1,5,1,1,0,0,115,12,34400
1454,1500,region2,1,male,45,1,10,position1,economictype2,2,2,2,1,0,1,3,0,1,0,0,145,25,70170
1455,3120,region2,0,female,41,1,7,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,145,25,70170
1456,2000,region2,0,female,48,1,9,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,115,16,9500
1457,3250,region2,1,male,57,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,13,15250
1458,3380,region2,0,female,37,1,7,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,13,15250
1459,1800,region2,1,female,44,1,14,position3,economictype1,1,1,1,1,0,1,3,0,1,0,0,155,14,13050
1460,15000,region2,0,male,33,1,14,position4,economictype3,2,2,2,2,0,1,6,0,1,0,0,95,22,28920
1461,3000,region2,1,male,33,1,5,position6,economictype4,2,2,2,1,0,1,3,1,1,0,0,45,13,9990
1462,2200,region2,1,male,51,0,5,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,17,15720
1463,3400,region2,0,male,21,1,8,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,17,15720
1464,3000,region2,0,male,25,1,7,position6,economictype4,2,2,2,1,0,1,5,1,1,0,0,75,14,23150
1465,4800,region2,1,male,48,1,9,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,145,13,7950
1466,3600,region2,0,male,21,0,9,position6,economictype4,2,2,2,2,0,1,3,0,1,0,0,145,13,7950
1467,7100,region2,0,male,54,1,16,position2,economictype2,1,1,1,2,1,1,7,0,1,0,0,170,35,788700
1468,4900,region2,0,male,30,1,16,position2,economictype2,1,1,1,2,1,1,7,0,1,0,0,170,35,788700
1469,2700,region2,0,female,24,1,15,position2,economictype2,1,1,1,2,1,1,7,0,1,0,0,170,35,788700
1470,5000,region2,1,male,50,1,9,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,95,16,13470
1471,5040,region2,1,male,40,1,9,position4,economictype4,2,2,2,1,0,1,5,0,1,0,0,135,12,11570
1472,4400,region2,0,female,31,1,16,position2,economictype2,1,1,1,1,0,1,4,0,1,0,0,135,12,23700
1473,5000,region2,1,male,50,1,9,position4,economictype4,2,2,2,1,0,1,3,0,1,0,0,125,12,9000
1474,3000,region2,0,male,25,0,16,position4,economictype4,1,2,2,2,0,1,3,0,1,0,0,125,12,9000
1475,8000,region2,1,male,43,1,12,position6,economictype4,2,2,2,2,0,1,4,0,1,0,0,145,21,69600
1476,1500,region2,1,male,41,1,13,position4,economictype4,1,2,2,1,0,1,4,0,1,0,1,135,25,30600
1477,4000,region2,0,male,20,0,12,position4,economictype3,1,1,1,1,0,1,4,0,1,0,1,135,25,30600
1478,4500,region2,1,male,43,1,12,position4,economictype4,2,2,2,1,0,1,4,1,1,0,0,105,12,24800
1479,3000,region2,0,female,41,1,9,position6,economictype4,2,2,2,1,0,1,4,1,1,0,0,105,12,24800
1480,1150,region2,1,male,52,1,9,position1,economictype2,1,1,2,1,0,1,4,0,1,0,0,75,29,78200
1481,3800,region2,0,male,31,1,15,position2,economictype2,1,1,1,2,0,1,4,0,1,0,0,75,29,78200
1482,3000,region2,0,female,24,1,16,position2,economictype1,1,1,2,1,0,1,4,0,1,0,0,75,29,78200
1483,4500,region2,0,female,32,1,9,position4,economictype3,1,1,1,1,0,1,4,0,1,0,1,105,20,39700
1484,9500,region2,0,male,56,1,16,position2,economictype2,1,1,1,2,0,1,4,0,2,0,1,165,31,382400
1485,3500,region2,0,male,25,1,12,position4,economictype3,1,1,1,2,0,1,7,0,1,0,0,135,23,54100
1486,3200,region2,0,female,24,1,12,position4,economictype3,1,1,1,2,0,1,7,0,1,0,0,135,23,54100
1487,3200,region2,0,female,24,0,14,position3,economictype1,1,2,2,2,1,6,4,0,1,0,0,160,23,29050
1488,9676,region2,1,male,54,1,15,position1,economictype2,1,1,1,1,1,1,9,0,2,0,0,140,42,207100
1489,7574,region2,0,female,52,1,16,position2,economictype2,1,1,1,1,1,1,9,0,2,0,0,140,42,207100
1490,5735,region2,0,male,30,1,16,position2,economictype2,1,1,1,2,1,1,9,0,2,0,0,140,42,207100
1491,6108,region2,0,male,26,1,16,position2,economictype2,1,1,1,2,1,1,9,0,2,0,0,140,42,207100
1492,5173,region2,0,female,26,1,16,position2,economictype2,1,1,1,1,1,1,9,0,2,0,0,140,42,207100
1493,3422,region2,0,female,24,1,15,position2,economictype2,1,1,1,2,1,1,9,0,2,0,0,140,42,207100
1494,2080,region2,1,male,33,1,6,position4,economictype4,2,2,2,1,0,0,4,0,1,0,0,125,16,5710
1495,12000,region2,1,female,54,0,16,position2,economictype2,1,1,1,1,0,0,4,0,1,0,1,155,41,85800
1496,4115,region2,0,female,28,0,15,position3,economictype2,1,1,1,1,0,0,4,0,1,0,1,155,41,85800
1497,800,region2,0,female,22,0,16,position3,economictype2,2,2,2,1,0,0,4,0,1,0,1,155,41,85800
1498,2150,region2,0,male,33,0,12,position4,economictype4,2,2,2,1,0,0,2,1,1,0,0,45,7,2450
1499,3000,region2,1,male,35,1,7,position4,economictype4,2,2,2,1,0,0,4,1,1,0,0,55,14,6450
1500,3200,region2,1,male,52,1,9,position4,economictype4,2,2,2,2,1,1,2,0,1,0,0,95,9,24450
1501,3400,region2,0,male,42,1,9,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,135,13,30200
1502,3200,region2,1,male,44,1,12,position4,economictype4,2,2,2,2,1,1,4,0,1,0,0,155,14,42100
1503,4000,region2,1,male,46,1,9,position6,economictype4,2,2,2,1,0,1,2,0,1,0,0,95,12,20140
1504,3750,region2,1,male,29,1,9,position4,economictype4,2,2,2,1,0,1,2,1,1,0,0,95,7,25080
1505,3400,region2,1,male,52,1,9,position4,economictype4,2,2,2,2,0,1,2,0,1,0,0,145,14,18290
1506,3000,region2,1,male,40,1,9,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,12,28100
1507,2500,region2,0,female,35,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,125,12,28100
1508,3000,region2,1,male,55,1,9,position4,economictype4,2,2,2,2,0,1,3,0,1,0,0,135,12,18700
1509,2400,region2,0,male,26,0,12,position6,economictype4,2,2,2,1,0,1,3,0,1,0,0,135,12,18700
1510,2500,region2,1,male,51,1,9,position6,economictype4,2,2,2,2,0,1,2,1,1,0,0,95,14,14500
1511,3000,region2,1,male,31,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,95,15,21000
1512,5000,region2,1,male,44,1,12,position4,economictype4,2,2,2,1,0,1,3,0,1,0,1,135,23,41250
1513,3000,region2,0,female,18,0,12,position3,economictype1,2,2,2,2,0,1,3,0,1,0,1,135,23,41250
1514,4160,region2,1,male,51,1,9,position4,economictype4,2,2,2,1,1,1,5,0,1,0,0,145,16,15950
1515,3950,region2,0,male,21,0,9,position4,economictype4,2,2,2,1,1,1,5,0,1,0,0,145,16,15950
1516,4200,region2,1,female,27,1,5,position4,economictype3,1,1,1,1,1,1,5,0,1,0,0,110,21,38100
1517,4000,region2,0,female,51,0,5,position6,economictype4,2,2,2,1,1,1,5,0,1,0,0,110,21,38100
1518,5000,region2,1,male,34,1,11,position4,economictype1,1,1,1,2,1,1,5,1,1,0,1,160,19,33850
1519,3200,region2,0,female,32,1,9,position4,economictype3,1,1,1,1,1,1,5,1,1,0,1,160,19,33850
1520,3650,region2,0,male,32,1,16,position2,economictype2,1,1,1,1,1,1,6,0,1,0,0,170,17,31700
1521,3530,region2,0,female,32,1,16,position2,economictype2,1,1,1,2,1,1,6,0,1,0,0,170,17,31700
1522,4300,region2,0,male,26,0,15,position4,economictype3,1,1,1,2,0,1,2,0,1,0,0,150,14,5650
1523,4800,region2,1,male,26,1,9,position4,economictype4,2,2,2,1,0,1,4,0,1,0,0,140,14,13700
1524,3600,region2,0,female,23,1,9,position6,economictype4,2,2,2,1,0,1,4,0,1,0,0,140,14,13700
1525,700,region2,0,female,53,1,12,position1,economictype2,2,2,2,1,0,1,4,0,1,0,1,150,28,86700
1526,4000,region2,0,male,27,1,16,position4,economictype3,1,1,1,2,0,1,4,0,1,0,1,150,28,86700
1527,3500,region2,0,female,24,1,13,position4,economictype3,1,1,1,1,0,1,4,0,1,0,1,150,28,86700
1528,2680,region2,1,female,51,0,9,position4,economictype1,1,2,2,1,0,1,2,0,1,0,0,160,18,21200
1529,3000,region2,1,male,44,1,9,position4,economictype1,1,1,1,1,0,1,4,0,1,0,0,160,20,25900
1530,3000,region2,0,female,42,1,9,position4,economictype1,1,1,1,1,0,1,4,0,1,0,0,160,20,25900
1531,4260,region2,0,female,26,1,12,position4,economictype3,1,1,1,1,0,1,4,0,1,0,0,145,21,25500
1532,3000,region2,0,female,21,0,15,position3,economictype1,1,1,2,2,0,1,3,0,1,0,0,140,18,11750
1533,3000,region2,1,male,48,1,9,position3,economictype3,1,2,2,1,0,1,2,0,1,0,0,140,20,25000
1534,1400,region2,1,male,49,1,9,position4,economictype4,2,2,2,1,0,0,4,0,1,0,0,125,12,17970
1535,1100,region2,0,male,20,1,9,position6,economictype4,2,2,2,1,0,0,4,0,1,0,0,125,12,17970
1536,2400,region2,1,male,49,1,9,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,135,15,15630
1537,2800,region2,0,male,28,1,9,position6,economictype4,2,2,2,1,0,0,5,0,1,0,0,135,15,15630
1538,2880,region2,0,male,24,1,9,position4,economictype4,2,2,2,1,0,0,6,0,1,0,0,95,12,5977
1539,3250,region2,0,male,19,0,9,position6,economictype4,2,2,2,2,0,0,4,0,1,0,0,85,15,34145
1540,750,region2,0,male,32,1,15,position1,economictype2,2,1,1,1,0,0,6,0,1,0,0,105,15,15350
